Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
COPS7A	1002.35083	1019.072571	1138.659668	1877.228882	1594.071411	1947.122803	1642.394165	1652.838501	1765.145508
COPS7B	230.9723663	1000.019348	1052.105103	1424.951172	1701.112061	1773.403076	1211.397583	1056.930176	1360.142212
COPS8	903.9365234	691.4238892	923.6193848	1199.78418	1112.878174	1335.507812	1326.107422	1354.803955	1183.28772
COPZ1	4565.206543	4378.986816	4783.05127	5958.384766	5968.533203	5186.423828	6562.851074	5937.975586	5759.347168
COQ8A	1962.317627	1325.693726	1097.771973	1307.603516	1603.155762	1849.824341	1291.154541	1349.574707	1523.346924
CORO1C	2311.318848	2110.634521	1857.337036	2698.787109	2807.688232	3189.811035	1218.08728	1104.67334	1141.112549
COX17	2969.378418	3134.888184	3311.52832	4437.646973	4306.775391	4701.572266	2921.099854	2826.822021	3451.00708
COX4I1	442.0520325	379.9317017	0	421.637085	362.9884644	140.7428589	376.3345947	356.3678894	551.5097046
CPSF6	6797.928223	7036.416992	7317.36377	8623.146484	9660.544922	8708.261719	7702.556152	8310.411133	8107.618164
CPSF7	3835.525879	8328.400391	7086.392578	4812.666504	3732.573975	3515.665771	5168.628906	7054.721191	5334.525879
CRIPT	5728.748047	5832.264648	5632.266602	7683.972656	7145.950195	7126.62793	7351.086914	8361.212891	7983.081055
CS	1530.314941	1793.179321	1787.850464	1463.028809	1775.696411	1740.287231	2104.838135	1814.045166	2158.047852
CSDE1	268.4719238	321.5152893	435.3967285	610.3568115	495.3996277	455.9636841	541.9830933	572.7189941	407.1110229
CSE1L	6676.93457	7088.840332	7761.017578	15254.58398	15272.54297	14847.89844	12226.88477	12812.2666	13400.05957
CSNK1A1	831.4061279	766.5661011	1696.145996	3052.310547	1087.318237	2605.694824	982.2429199	1823.643677	1039.81958
CSNK1D	1297.21582	1605.124146	1721.398682	1735.453247	2711.092529	1578.171265	2088.043701	1906.823608	2015.336182
CSNK2A1	2939.689209	3360.549805	3871.822754	4681.73584	5519.399902	5179.406738	4131.250977	4307.22168	3577.171143
CSNK2A2	1535.283569	1739.591309	1219.319214	1008.40979	1382.773071	1271.538818	1496.288574	1240.712402	1176.597046
CSNK2B	3274.37207	3650.803223	3882.825195	5220.296875	135875	5846.061523	3570.898193	4091.359863	3514.925781
CSRP1	259.6204224	383.0245667	91.92462921	683.8876953	637.887085	486.5548096	315.0473022	437.8713379	453.8716125
CSRP2	3976.81958	4590.128418	4492.0625	8342.203125	8866.680664	8795.859375	6356.875	7537.176758	7189.851074
CTR9	773.2208252	628.4779053	951.572937	1248.267212	1287.281738	869.5872803	1051.054565	1046.55127	840.814209
CTSZ	375.0868835	119.017189	290.4605713	704.2348633	493.703064	744.8856201	378.9338379	389.0194092	322.6442261
CTTN	1470.327637	1218.975952	1360.943359	1148.306763	1464.911987	1430.737305	1266.905273	1393.285889	1350.289917
CUL1	273.7423096	501.8284607	474.7636108	400.8873901	551.2370605	158.3137512	1033.19873	961.3869629	870.4180908
CUL2	629.6551514	606.6958618	789.74646	1110.2854	785.7531128	1005.760498	1050.479614	869.1716309	1175.173096
CUL4B	1261.544434	1207.978516	1610.051636	1970.18457	2570.687988	2403.847412	1841.072754	1974.555786	1734.442627
CUSTOS	1472.811646	1357.634155	1431.353149	2009.733398	2387.147217	2191.826416	1711.103394	1596.901733	1622.928101
CWC22	633.3850098	616.6016846	738.5144653	808.2904053	446.355011	348.5413818	498.4293823	653.9020386	643.5093384
CWC25	12167.50879	13174.70215	15747.83008	11458.39941	10282.00098	11207.375	9522.254883	9449.775391	9330.350586
CWF19L2	9439.432617	10268.86719	11263.27148	13792.08789	13543.67578	13494.05273	11264.14355	10637.12402	10168.75
CYB5R3	2011.702637	2279.858398	2247.111572	2605.553467	2886.269287	3508.630615	2317.109375	2722.24585	1953.21167
CYCS	2791.300293	2423.686523	2881.022461	2798.785889	3295.582275	3107.458252	3245.408691	3389.579346	3289.684082
CYFIP1	2187.50708	2368.26709	2981.853516	2450.692383	2424.414062	1963.568848	2253.456787	2023.833496	2807.218262
CYFIP2	514.1104736	1792.780762	1398.968384	494.6547241	711.732605	580.8455811	669.5200806	631.3996582	675.6856689
DAP3	937.2418823	851.00354	905.1623535	740.9753418	874.5115967	1032.880737	600.8581543	494.7267151	682.7913818
DARS1	2187.394043	1887.075806	1744.25061	2187.206055	2193.775635	2387.139893	1919.656494	2226.96875	1960.299561
DARS2	1689.593994	1732.088379	2026.603882	2223.642334	2465.277344	2132.303223	1484.241699	1768.360107	1320.091553
DCAF1	550.9430542	963.3804932	708.5335693	1265.954224	993.5793457	1121.675293	887.9678955	884.4829712	911.4389648
DCD	1086.262939	1439.82312	1327.199829	1616.601685	1743.266968	2194.394531	1851.084961	2118.84668	2294.157471
DCLK1	290.221344	387.1638184	326.1047668	804.2931519	684.0361328	716.8765259	486.2960205	978.4633179	461.5470886
DCTN1	1917.886963	2539.598877	2093.536865	2857.310303	2626.388916	2684.414795	2300.656738	2342.277832	2531.86084
DCTN2	7518.780273	9605.886719	8741.907227	6994.005859	8341.611328	9179.729492	11505.33789	9158.771484	11544.08789
DCTN3	1354.996948	1611.036377	1741.778809	1951.890015	2214.357178	1940.392456	2162.826172	2141.314697	2134.963379
DCUN1D5	431.1769409	573.6898193	474.2322998	377.7888184	362.0565491	538.605835	698.0449219	520.2284546	666.4433594
DDB1	3533.140869	3696.625977	3547.794922	5875.916016	6546.176758	6844.827148	5787.806641	4982.481445	5592.425293
DDOST	2030.031738	2139.988037	1946.217163	2857.641846	3316.499023	2814.609863	2136.69873	2252.022461	2022.395508
DDX1	5102.167969	7340.677246	6827.688965	7202.890625	8294.72168	7614.300293	8434.529297	7598.482422	7703.406738
DDX17	2474.80249	2684.389893	2635.710693	3804.136475	3907.495605	3767.097168	3852.564941	3250.880859	3193.753906
DDX21	3465.253418	3265.29126	3941.844727	9163.238281	9519.603516	8804.166992	3036.649414	3790.477051	2695.888184
DDX23	1140.406738	964.3062744	1437.743286	2303.010498	2528.961182	2209.501709	1720.361816	1978.36792	1679.783936
DDX39A	24008.22852	29638.79492	28572.83008	1731.150635	1428.905029	1449.217773	2024.388916	1870.446777	1737.153809
DDX3X	10396.66797	11355.52441	12594.88867	9598.273438	10375.23828	11468.62598	6480.748535	6923.225586	7176.183594
DDX41	7609.855469	7357.032227	8129.639648	6107.374023	7028.434082	2381.55835	6999.854492	6953.349121	7655.822266
DDX42	1856.742065	1886.909912	1992.625	3415.349609	2764.789062	3095.416748	1578.114136	1951.922241	1823.404053
DDX46	34583.65625	37906.85156	42007.05078	45337.27734	43763.625	47496.66406	41123.87109	44774.02344	44353.04297
DDX49	1100.341553	1123.871582	1704.478027	1699.226318	1521.726074	2135.980469	1580.817139	1971.345581	1523.447754
DDX5	8619.398438	10160.72461	9444.172852	15493.75195	14758.71387	14044.34375	9184.033203	8477.808594	9480.25
DDX50	1790.806885	2374.187988	2152.243896	810.2445679	703.1325073	1041.3125	0	0	227.1456451
DDX52	1261.791138	1167.736084	1158.060547	1509.586426	1321.938965	1347.047363	778.8170166	894.8134766	638.9882812
DDX54	1708.976807	532.5321655	1872.832764	1628.788696	1946.702271	1551.911255	1698.00415	14175.74219	1986.851685
DDX6	1244.24231	1188.977539	1091.368164	1912.772949	1257.550049	1090.458252	1100.795654	1440.207642	980.0742798
DEK	2595.58667	2674.120605	2950.316895	3688.261719	3452.640625	4554.865723	2908.523438	3468.080078	3113.852295
DERPC	3185.769287	3382.69165	3574.936279	4282.088379	3995.202393	3962.963867	3807.102295	3140.227295	3458.530273
DHCR24	1201.382446	1361.149048	1242.216919	2180.458008	2062.508301	1676.361816	2086.022705	1920.523315	2036.085693
DHX15	13920.87598	14866.82812	13458.95117	7091.612305	7555.632812	7664.269043	5795.941406	5482.498047	6211.313965
DHX16	889.2349854	941.2474976	812.7740479	962.0785522	1119.384521	1166.967651	763.6929321	797.3974609	764.2565918
DHX30	341.2396545	526.7446899	563.3097534	987.8862915	959.8016968	1213.925415	0	313.2186584	0
DHX35	1622.625122	1565.645996	1583.727417	5088.014648	5311.648438	4899.23877	4165.342773	3828.656494	4004.620605
DHX36	4781.100586	4837.70166	6100.053711	4589.970215	5594.445312	5334.753418	4005.165771	3641.788818	4021.552246
DHX38	890.1940308	954.7442627	2300.539551	1045.445679	574.3886719	565.6112671	2216.179443	2980.696045	2637.608887
DHX40	795.0681152	921.8828125	823.6376953	1098.31543	1111.589722	910.3012695	941.774353	1252.157227	1095.644043
DHX9	54111.98047	47958.55469	59583.78906	66069.94531	59964.03125	48261.61719	52859.45312	7311.119141	9385.292969
DIABLO	1609.779541	1563.488281	1864.385986	2696.329102	2781.643799	3412.205566	2709.395996	3168.093506	3199.193604
DIAPH1	4473.122559	2587.869141	3967.263672	3431.905518	4634.186523	3514.949219	4887.064453	3978.037598	4539.168457
DIDO1	4554.580566	4608.82666	5699.012207	5889.411621	5690.850098	5854.530273	6598.707031	6914.382324	6756.033203
DIMT1	707.2796021	433.4237671	459.9117126	1131.934448	1085.02124	721.2766113	447.4893494	442.2089233	463.5307617
DIS3	0	0	0	1197.172363	1387.759521	1511.23584	451.5725708	803.4720459	551.4404297
D0JA1	5548.033691	5161.111328	5932.456055	8008.629883	7865.137695	8412.362305	9320.912109	9898.137695	10161.33496
D0JA2	3697.577637	4167.918457	4086.233398	3343.875	4612.393555	3946.796143	5666.780273	5400.734375	5845.273926
D0JB1	204.358017	414.3829346	356.2715454	265.2002563	356.6051636	1756.049316	1305.51355	1841.844849	790.4928589
D0JB6	3088.806152	3563.157715	3226.976807	3666.716797	3909.310547	3221.913086	4743.119141	4685.814453	4407.056641
D0JC10	1849.508789	1795.619873	2040.010498	3036.426758	3314.94873	2999.50293	2500.405273	2610.066895	2659.669189
D0JC7	610.7674561	743.4002686	584.1212769	648.6322632	934.6530762	677.3607178	1063.922241	1181.966187	1012.965576
D0JC8	2567.394775	2512.482666	2408.087402	4018.340332	4252.495605	4455.688965	3484.712891	3782.398193	3917.31958
D0JC9	813.7163086	622.0917969	617.4443359	1091.630737	515.0683594	730.0958862	883.4783325	834.7984619	956.071106
DOCK7	5437.186523	4943.962891	5978.010254	1837.432373	6481.839355	6277.87207	6549.782715	6012.19043	6432.184082
DPM1	5832.456543	6544.097656	4521.20752	5030.313965	4416.638184	4639.919434	6224.803223	29478.00977	9024.032227
DPYSL2	1268.911621	1005.794922	1382.411865	1338.138794	1255.456543	1327.119995	1480.76001	1336.516113	1314.705566
DPYSL3	758.9434814	852.2020874	1016.371094	916.2636108	1027.52356	1272.855103	848.9814453	1149.575684	1072.381714
DRG1	4747.228516	5978.933594	5495.056152	2362.368652	2255.828613	2388.092041	1956.822754	2093.443359	2232.620605
DSP	901.49646	1320.433228	1627.639038	2279.986328	1923.852905	1971.377319	1873.885986	1754.862305	2045.458252
DSTN	467.6498413	220.2760925	381.9289246	844.0089111	1454.077881	678.2618408	1071.456055	860.2016602	936.6976318
DUT	1437.90332	1218.144897	1280.453003	1316.709229	1091.526978	1034.578003	1176.318604	1295.900146	1142.764648
DYNC1H1	1673.603882	1660.922485	1687.02124	2096.220703	1930.632935	2590.094727	2051.050293	1934.665039	1907.036133
DYNC1LI1	3057.593018	492.8408813	2442.241211	715.7485962	1120.869995	737.3945923	673.0004883	999.3033447	806.2247314
DYNC2I1	749.5927734	561.9342041	697.7941895	636.3143311	956.1156616	870.1705322	739.0514526	669.5672607	907.3916016
DYNLL1	185.4589081	377.6582336	562.9412231	458.9250793	593.9112549	523.6811523	515.2248535	645.1674194	700.0168457
E2F7	2695.255615	2489.457031	3001.73999	5334.583008	5064.73291	5384.065918	3068.924805	79991.50781	85304
EBP	1112.53833	1202.0271	967.3692627	1269.974243	1628.220215	1319.760254	1144.621704	1220.48877	879.3192139
ECH1	1186.238037	892.6997681	955.5726929	1499.35376	1979.889771	1810.117188	1308.110474	1246.779785	1373.658936
ECHS1	2246.348145	1878.776733	1071.183228	1234.347778	1153.739258	1304.930542	1067.078491	1164.322876	1160.304321
ECPAS	1688.277222	1289.437378	1764.043213	2068.85791	2179.313232	1794.357666	1472.890991	2352.002441	1914.234497
EDF1	35086.99219	35045.0625	42752.02344	47990.24609	44591.83203	47460.58984	51296.49219	47735.45312	50138.45312
EDRF1	3613.376709	3417.545166	4306.700195	468.027771	665.4400024	435.7367859	465.8435364	299.6369019	0
EEF1A1	77780.3125	76855.46875	87991.74219	115720.0156	112490.2656	120156.4297	106661.3906	113193.6484	112211.0938
EEF1A2	1083.517944	1256.03064	1670.182617	488.3366699	568.104187	544.8498535	1205.782471	430.4696045	1377.973145
EEF1B2	7108.300293	7469.673828	7969.611328	9259.393555	9269.238281	9560.990234	11537.02734	11864.06543	11867.47949
EEF1D	4481.510254	5056.634766	5560.662598	8033.977539	8014.80127	8384.110352	8040.863281	9048.875	8571.598633
EEF1E1	724.083374	916.277832	924.0940552	1554.858276	1344.489014	1271.699463	1085.918701	1186.685059	928.2578125
EEF1G	8655.641602	12029.08203	11651.65625	15247.8916	14361.78027	14791.95898	20511.32812	21155.5332	20545.15039
EEF2	4285.881836	5217.989258	5620.300293	7084.996094	7372.15625	7269.318848	7580.844238	7676.651367	8570.645508
EFTUD2	2700.106934	2614.802979	3322.342773	4329.35498	4109.884277	4072.120361	3443.981934	3675.345215	3653.583496
EI24	1622.879883	1471.312256	1828.512695	2443.374512	2350.4104	2353.571777	1863.099365	1454.272705	1587.766479
EIF1	3012.144531	3102.959961	3315.433105	3479.349609	3987.869141	4015.137695	3483.234863	3152.336426	2830.134521
EIF1AX	14574.76172	14772.25	17184.84375	16467.86914	15423.28711	17903.6875	17215.9668	18509.91602	19388.95703
EIF2B1	1759.881592	1359.984985	1770.842407	2908.799316	3153.847656	2934.319092	2019.165527	1876.506714	2047.30481
EIF2B2	1422.751099	1492.788818	2040.713013	2190.341553	2464.508057	2713.625977	1938.368164	1973.399658	1995.928101
EIF2B3	1872.267822	1902.660278	2332.314941	2329.381348	2035.384155	2589.980225	2107.702148	2313.253662	2101.551758
EIF2B4	2158.218506	2111.610596	2444.482422	3103.322266	2771.786133	3417.074707	2946.970215	2478.668701	2877.993652
EIF2B5	1784.800781	1269.052124	1490.052612	2916.886719	2545.832764	2679.514893	2264.36377	2533.635498	2095.139893
EIF2S1	2129.09375	2840.173096	2812.541992	4208.285156	4098.336914	3496.585449	3452.383057	3426.903809	3152.51001
EIF2S2	1202.661377	1309.16687	1244.156006	1757.07959	1820.74939	1864.138428	1409.346436	1980.604492	1580.762695
EIF2S3	1668.564087	2293.75293	3390.058594	3381.676758	3373.065918	3721.536133	2709.154785	2401.809326	2940.005127
EIF3A	38624.21094	43439.55859	43578.11328	10506.12793	12026.03809	10843.66895	10242.81543	10525.12305	10554.15918
EIF3B	26710.67773	29890.1582	32055.29492	6220.272949	6066.871582	6107.035645	5527.458008	5908.753418	5436.025391
EIF3C	36423.60938	38062.32031	34685.36719	7401.443848	8764.438477	8669.557617	6288.289062	6660.588379	6194.048828
EIF3D	28023.55664	27514.14062	30853.36328	7091.371094	7063.879883	7570.774414	6090.772949	5521.816895	5690.560059
EIF3E	28181.49805	33876.92578	29794.72656	5903.013672	6421.251465	6406.225098	4529.448242	5606.851074	5423.717285
EIF3F	35818.21875	41840.25391	42602.05859	9039.423828	8575.048828	8771.675781	7108.726562	7571.770508	7682.224121
EIF3G	38422.47656	40723.82812	41829.76562	15133.41406	13745.69336	16436.19922	15718.54102	17536.06836	17813.54688
EIF3H	17880.83594	17590.19727	20633.8418	4252.85791	4525.578125	4447.03125	3070.524414	3274.746826	3960.509521
EIF3I	21463.23828	21303.39453	25021.74609	9154.100586	10348.34668	10882.90332	11041.7002	11248.37988	11199.57617
EIF3K	17202.69336	18102.02344	18231.59766	4940.89209	4707.312988	5912.685547	4357.75293	3959.100342	4365.638184
EIF3L	24010.95508	22325.00586	26043.86523	6097.128906	6277.581055	5934.217285	5208.551758	4769.477539	5151.684082
EIF3M	8172.087891	10784.01367	10315.02832	2634.089111	2484.794189	2473.786377	2347.084961	2656.077881	1685.962646
EIF4A1	50725.90625	49869.07422	57796.69922	1657.229858	1344.413208	1590.622559	2249.099121	1843.450073	2240.580566
EIF4A2	12520985	11490732	12123681	4928.724609	94535.78906	5377.834961	6263.199707	5992.227539	25800.66992
EIF4B	20158.97656	21042.56836	23771.68945	17887.72656	16598.72461	16935.21094	18720.46094	20280.83203	21509.88672
EIF4E	9678.597656	10040.64453	11142.07324	687.4885864	510.7756653	667.9213257	576.0736084	659.1555176	697.2807617
EIF4E2	33704.57422	28139.83398	29914.39258	23746.80469	21936.27539	19833.35938	17334.04297	13379.80762	11423.98926
EIF4ENIF1	999.8604126	896.8693237	1019.319092	1759.561523	1823.925415	1394.114868	1843.325073	1529.625854	1577.143311
EIF4G1	175177.4375	176529.6562	196162.375	10094.26562	3425.627197	3533.527588	3729.303223	3819.956543	3411.041992
EIF4G2	142833.4375	145518.8281	152107.0156	79710.48438	74123.46875	2113.543457	98784.11719	1694.000244	90211.03125
EIF4G3	26015.70312	30161.71875	32292.43555	2888.861816	2252.165283	3417.475098	2382.03418	566.8473511	3221.574707
EIF4H	5160.34082	5650.96875	5890.94043	6981.421387	6865.725586	7268.643066	7491.555664	7142.963379	7381.79834
EIF5	913.3843994	898.5083618	1499.73877	1287.895386	1136.132324	1687.760986	1164.236328	1074.841675	1409.963989
EIF5A	6990.413086	6610.778809	6475.577148	6094.5	6324.288086	6279.743164	6707.870605	7332.138184	6672.260742
EIF5B	6823.885254	6151.40625	7893.682617	5361.291992	5519.038086	6436.677734	4846.464844	5380.350586	5127.789062
ELAVL1	6297.649902	4977.421387	2730.699219	4309.109375	4049.821777	3019.367432	71.32925415	2241.264648	1737.563965
ELOA	3936.568604	2999.44873	3212.335205	2721.936035	3238.132324	3045.325684	2112.233398	1844.643188	2060.866699
ELOB	1564.402832	1807.696533	1202.988403	2596.390625	2546.79541	2453.590332	2803.446289	2204.574707	2317.739502
ELOC	467.6121216	983.1151733	412.0087891	1273.001221	1358.745605	1880.80127	588.4882812	1255.722534	1386.224854
ELOVL1	387.0164185	584.3136597	497.5005493	427.171051	375.1964111	324.0416565	312.1253662	437.0042419	482.8953552
ELP1	3656.945801	1944.751709	2358.308105	3444.977783	3326.27124	6211.681641	4927.20459	7845.568359	2604.708984
ELP2	802.151062	896.1843872	698.7401733	1386.549316	1573.881104	1483.479858	1101.240234	1103.588013	1025.215576
ELP3	2085.209961	2382.37915	2336.110352	3616.874756	3518.019287	2816.6875	2356.364014	2847.088379	2475.035156
EMD	213.2157593	350.1633606	651.6386108	499.6510925	651.0289917	666.5008545	0	802.989502	0
EMG1	95.29776001	0	70.47413635	967.7989502	1453.62561	1415.282349	340.118927	3004.636475	1166.752563
EML4	876.8707275	953.9506226	787.6641235	782.5845337	777.6362915	1154.803101	1085.87915	1410.531616	1147.606812
E0H	1678.210205	1438.932617	1566.779419	2824.178711	1953.970947	2713.647949	2635.883789	2467.820312	2841.576416
ENDOG	0	568.0654297	352.5031433	29825.61328	28066.20312	30224.94531	210.1055603	513.4130859	612.0175171
ENO1	8397.637695	7369.901367	9621.242188	4340.430664	4734.870117	5367.131836	8088.46875	7734.616699	8469.140625
ENSA	3478.672119	3697.204102	4715.523438	4661.005859	4081.512695	4538.326172	4675.137695	3578.113281	4824.744141
ENY2	4529.356934	3346.73291	5304.498535	3635.960449	3103.927979	3269.094971	4569.759277	4567.490234	4879.460938
EPB41L3	366.2840271	424.8123169	322.8610229	613.1928101	578.836792	454.7678833	414.3518372	438.2510376	550.4497681
EPPK1	14367.01562	13799.66016	16520.35156	23133.58594	25743.125	27179.84766	24089.53906	25755.81641	25465.57031
EPRS1	1482.908081	1781.334473	1462.235718	2303.734131	1896.512207	1929.54126	1362.78833	1207.816406	1478.087158
ERBIN	411.0619812	3247.915283	441.093811	1271.724854	1005.300903	1367.975586	919.6826172	671.7398682	800.2171631
ERC1	968.7966309	790.6737061	976.881958	545.2002563	885.3200684	719.3182983	1198.225586	916.2850342	1046.384766
ERH	22592.47461	20871.88086	21682.90625	17675.88086	18623.28906	17675.80859	14661.65625	13579.59863	12890.91992
ESYT1	1268.161499	1536.521973	1560.502075	2108.221436	2225.157227	1782.564331	2351.815674	2112.693359	2195.466309
ESYT2	729.8309326	967.5561523	860.7470093	1383.171143	1250.682007	1226.995605	1148.24707	1557.823608	1408.400024
EWSR1	85990.23438	80751.4375	95455.46875	125291.7812	113679.9922	124783.8438	109692.7031	113615.8359	119204.5703
EXOC2	1236.815186	1362.816772	1171.96167	1710.988525	1231.008911	1807.878906	1677.174805	1531.394531	1318.245361
EXOC4	880.2392578	1003.708618	879.3110352	1175.145752	1242.683105	1068.20752	1324.470947	1376.34021	953.1330566
EXOC7	1380.275879	1494.211426	1431.808105	576.5407715	1547.80481	1038.299438	1243.000977	1080.592896	1200.643311
EXOSC6	1837.422607	2544.239258	2579.979248	3405.603516	3383.166992	3568.987793	4170.403809	4286.543457	4168.331055
EXOSC8	2774.161621	2609.09375	2770.989746	3436.891113	3526.478516	3321.227539	4297.705078	4656.168945	4055.658203
EZR	2458.920654	3195.564453	3272.86499	3396.384033	3792.757324	3550.402588	2859.819824	3170.792725	3098.943604
F5	1619.116455	1900.65332	1899.717285	721.1057129	1250.259033	1040.485107	2316.600586	1849.43335	2148.031982
FAM133A	1184.321289	1408.339233	722.4975586	587.4180908	1418.582764	597.3026123	0	1788.591309	1823.376221
FAM133B	90165.55469	82199.76562	98428.42188	113919.9688	105124.5312	114314.6328	114632.7344	122239.8984	126262.5469
FAM204A	558.291687	466.9118652	365.7448425	588.2304077	569.25354	617.4847412	463.6589966	629.8060303	612.6989136
FAM32A	4356.942383	5121.891602	5393.467285	9506.525391	9436.722656	10050.59766	7817.044922	8907.473633	8524.033203
FAM50A	2702.233398	3553.024902	4059.148682	3666.528564	4473.187012	5268.47998	3789.645264	3415.711914	4274.38916
FAM76B	255.9749298	185.1095428	0	66.5154953	194.5031433	144.1952667	136.1956329	199.4842529	152.6532898
FAM98A	3299.827637	2994.234375	2991.69043	1978.448242	1881.529785	1260.391235	2742.723633	2032.079956	2294.022705
FAM98B	983.838501	940.5930176	911.7874146	1224.962402	1436.380615	1360.391968	1250.63269	1606.205322	1327.420166
FANCD2	1087.988403	1070.694336	1022.031006	2120.041016	1977.850098	2103.327637	1131.206299	1251.801147	1342.558838
FANCI	1437.265381	1581.791382	1627.603638	2512.789551	2450.394043	2595.388428	1851.671997	2254.815674	2276.44165
FARSA	1845.572266	2196.439453	2840.126465	1957.488159	2089.05957	1948.756104	2547.359131	2314.556152	2513.568359
FARSB	734.8681641	866.4903564	847.7372437	1151.852905	858.4494019	1159.547241	1354.014526	1590.350708	1566.404175
FASN	18660.69141	19533.60352	18815.23438	21880.43555	25282.04688	25101.57422	23514.4082	22586.39453	22198.06641
FAU	131469.8125	135736.7969	139143.6406	161252.0312	160501.0312	152286.1562	138765.4375	139771.0625	134943.7969
FBL	56517.14453	55638.98047	56166.92188	58749.08203	55602.78516	54166.00391	74713	71389.375	68977.67188
FBXO21	1168.719482	1077.182739	1169.300781	1392.9552	1765.334595	1390.336426	1459.411743	1363.394043	1294.946533
FBXO31	150.1372681	0	0	0	0	0	7104.930664	6517.546875	6856.755859
FDFT1	1504.262573	1895.869629	1867.926758	1801.886719	1805.139526	1918.213379	2129.868164	1601.071289	1733.12085
FECH	687.4346924	815.6444702	738.1394653	850.1376953	915.1401978	764.4421997	516.3640137	587.5144043	693.8265991
FEN1	5233.623047	4771.79248	5882.13623	7155.16748	7903.932617	7591.270508	6230.660156	6389.762695	6378.752441
FGF2	1958.98645	2759.10498	2437.166016	1926.270996	1808.419678	1967.562256	2309.739014	2738.519043	2834.482666
FHL1	2067.193604	1920.657837	2143.92749	1775.017212	2184.966309	2135.253662	2007.765869	2805.532959	2268.566895
FIP1L1	908.0344849	866.4731445	839.8707275	1332.669922	908.8262939	1186.461182	767.605957	641.8178711	607.0344238
FKBP3	6776.412109	6464.990234	7115.983398	8984.327148	9575.068359	10030.78906	9977.716797	9540.078125	9115.552734
FKBP4	780.4203491	792.8335571	859.8883667	1407.18335	1186.828125	1303.129761	1931.009155	1053.027222	1989.050293
FLII	1102.708374	1125.345947	1171.76416	1401.177979	1726.530029	1341.550537	1346.754883	1712.579102	1230.871216
FL0	17926.0332	16672.42188	16778.20508	17962.6582	18819.30273	20790.24219	17759.64844	16302.52344	16313.40625
FLNB	9757.933594	1584.052002	2063.990479	3030.544678	2855.827637	2918.689209	2307.558105	2094.287109	2270.095947
FMR1	2816.137451	2794.671631	3435.019531	1538.800659	1484.730957	1580.384155	1214.909424	652.5804443	970.0847168
FOCAD	3468.958496	3351.138916	3807.821533	2902.509521	1076.757568	4523.995605	936.4146729	1101.038818	868.170166
FRA10AC1	949.8804932	1050.867798	1149.76709	1439.143799	1583.708252	1610.848267	1374.131836	1139.824951	1162.403809
FRG1	20620.75195	18826.18555	20705.76953	20690.65039	22970.06836	22708.0332	22205.1582	25671.50977	25734.49609
FUBP1	1343.112793	1470.815186	1569.990723	574.8497314	625.0319214	728.8540649	944.4769287	864.4061279	732.7962646
FUS	129908.0781	141719.5312	148557.7031	182728.4219	167071.4062	184308.7031	169630.8281	179365.7188	177155.1875
FXR1	7928.576172	8002.96582	8613.024414	3398.160645	2874.946045	3391.072754	1922.128906	2005.628662	1904.280762
FXR2	3059.822754	2949.993164	3050.872559	1357.493774	2098.19458	1501.746826	934.225708	733.0845337	1109.086182
G3BP1	9387.658203	11136.41992	14512.47949	20302.96289	14008.37207	17351.00977	11637.625	11337.95801	11778.65039
G3BP2	2182.878174	2357.861572	2902.33252	827.2078857	772.3948975	673.8858032	444.8302002	3820.146729	442.2085876
GADD45GIP1	1035.771118	1258.250244	1290.734009	1368.760986	1661.850098	1589.018311	976.5848389	1409.552979	1301.503418
GA0B	2882.491211	3352.310791	3555.161133	3786.682861	3942.66626	4049.143799	4822.69043	4685.553711	4507.265625
GAPDH	5548.500977	6826.584961	6412.15332	6680.629395	6354.338867	5604.960449	8402.838867	9759.660156	9954.423828
GAPVD1	1298.298584	1167.821655	1518.178955	1894.173096	2369.76001	3015.407715	2060.468262	2118.709229	2201.099609
GAR1	2719.346924	2578.416748	2787.668945	3541.726562	4308.773438	5418.220703	3211.195312	3227.78125	2569.609375
GART	3359.965332	3076.361328	3382.712891	4529.679688	4686.068359	4823.615234	4801.633789	5189.666992	4748.057129
GATAD2B	479.499939	554.5808105	614.7022705	607.6485596	583.0717773	559.8125	541.8105469	453.5931091	500.4855347
GBF1	519.5415039	688.5997925	727.9810181	889.2194824	1118.120728	1334.489746	1030.40271	1049.669678	1141.72583
GCN1	4404.46875	4515.479492	3759.456543	3781.695312	3689.763428	4012.783691	5443.047852	6078.054199	4685.506836
GEMIN5	600.5267334	1462.267578	1097.778198	1275.692383	1351.928589	4801.30127	3863.659424	1444.640625	1242.235352
GET4	603.0252686	714.7697754	982.9936523	1257.106445	1241.60498	1333.11853	792.1467285	816.5180664	978.9832764
GIGYF2	1367.123169	1444.571289	1321.77124	1316.054077	1511.60376	1378.211304	1235.262207	1386.596436	1222.479248
GLO1	2316.276367	2313.302979	2549.677734	1954.429443	2000.244629	2025.005371	2195.17334	2665.152344	2914.663086
GLUD1	3975.789307	4155.189453	4436.958984	4517.491211	4643.796875	4546.832031	4418.961914	4292.00293	4428.269043
G0I3	3165.416016	3020.768555	2985.500488	5908.544922	6603.591309	6873.402344	3647.072754	3969.940186	3826.110596
GNB1	1438.455933	1812.525879	1639.261719	3260.791504	3829.804688	3165.74585	2059.921875	1948.478638	2655.205078
