Protein	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
ERCC6L	47954.6	52170.6	69552.5	4297.11	10749.3	8356.25	50451.5	40755.3	59133.9	7491.22	12041.3	7275.24	16922.5	15991.4	20388.7	63764	56156.9	59557.9	0	0	0	0	2003.06	2550.07
PROSER3	5891.18	6013.17	9030.28	0	0	0	0	0	2928.09	0	0	0	0	0	0	3359.1	3104.1	5139.15	0	0	0	0	0	0
TSR1	5542.21	6001.15	8268.33	17217.4	26107.7	13828.3	6216.16	4945.12	7390.27	4589.12	1901.08	0	1749.07	6508.17	3117.07	20483.5	21574.5	23386.5	0	1332.03	0	0	1367.03	0
DPY19L1	0	0	0	2466.08	6230.22	6947.17	0	2162.06	3401.13	0	0	0	0	0	0	3106.1	4786.16	6151.23	0	0	0	0	0	0
IAH1	0	0	3519.13	2500.06	4343.12	0	2612.09	0	0	2204.08	1073.04	0	948.03	923.032	2025.07	0	4839.15	5034.17	1465.04	2757.09	0	1966.05	0	2926.09
CCDC57	0	0	2271.07	7747.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRICH1	4605.19	4291.17	8230.29	16817.6	27193.7	14834.6	5821.21	4095.17	8114.32	1654.05	1565.06	0	2614.11	1924.05	2610.11	22233.8	29156	41700.6	1400.05	0	1896.07	0	1570.04	0
SMU1	0	0	0	5877.15	0	0	0	325.016	0	4054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG2A	21350.6	22137.6	27579.8	0	0	0	12387.3	12047.3	13691.4	0	1665.05	923.026	1838.05	7972.21	3225.09	17935.5	18696.5	11521.3	0	0	0	0	0	0
ASTE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374.07	3833.12	0	0	0	0	0	0	0	0
CWF19L2	0	0	0	18637.5	14522.4	13234.4	0	0	0	0	0	0	2378.07	0	0	8863.22	14420.4	12081.3	0	0	0	0	0	0
FHOD3	0	0	0	0	0	0	16639.5	7439.25	11318.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP5B1	2793.1	2382.08	3932.14	669.029	0	0	1636.06	1858.07	2806.11	0	0	0	0	0	0	921.023	3261.12	4822.16	0	0	0	0	0	0
CTU2	19042.8	15820.6	29931.2	0	9739.38	3994.16	16586.4	16193.4	13821.3	0	5617.14	4756.11	11980.3	11797.3	10029.2	18532.7	22148.9	28724.1	0	0	0	0	1978.05	0
UVSSA	0	0	0	1208.05	1770.07	1047.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRFIP1	14279.5	23451.7	18995.7	3356.1	4719.17	2930.12	30891.1	28503.9	37625.3	3647.09	4676.16	4314.12	5300.18	7498.2	10677.3	24276.8	22677.9	26285	0	4232.1	0	1555.06	0	2145.06
PGS1	0	0	0	0	0	0	0	0	0	0	0	0	638.014	0	0	0	0	1188.03	0	0	0	0	0	0
TRMT5	0	0	0	0	5084.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML3	0	0	0	0	0	0	0	0	0	0	0	0	4700.15	0	2799.07	0	0	0	0	0	0	0	0	0
LRRK1	1288.03	0	2721.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR1F	2619.07	0	3680.09	13053.4	8006.33	3337.14	0	0	0	3809.11	4620.13	0	0	0	0	5596.25	5959.14	8572.38	0	2165.09	0	0	0	0
EDRF1	12799.4	14228.4	16559.5	0	0	0	8523.27	6444.18	9859.31	0	0	0	4252.13	4254.11	2839.11	16338.4	14627.5	19913.9	0	0	0	0	0	0
FAM161A	0	0	6078.26	0	0	0	0	2139.09	0	0	0	0	7016.19	7081.2	8539.26	0	0	5667.24	0	0	0	0	0	0
NBPF1	7823.18	8742.22	8724.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6271.15	0	0	0	0	0	0
MAP7D1	18659.6	14601.5	20618.6	4309.15	6942.2	3957.13	14910.4	10449.3	17015.6	2712.09	2735.09	1848.05	32660.2	29595.8	27060.9	23797.8	26310.1	26965.8	0	0	0	0	0	0
CHD9	0	5730.15	5978.16	11930.3	14387.3	9023.21	0	0	3734.09	0	0	0	0	0	0	19997.5	19680.5	26941.7	0	0	0	0	0	0
TKFC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.04	0	0	0	0	0	0
LSM12	22025.8	18554.7	18910.7	10176.4	18600.6	11295.4	18131.6	11452.5	16142.6	9976.33	9944.37	6680.23	9161.3	6779.23	7120.24	15992.6	19471.7	22478.8	1169.04	1589.06	1313.05	5200.19	7074.26	7850.27
TBC1D25	9134.24	7842.22	11707.3	0	4998.13	2181.06	4800.12	0	7818.2	0	0	0	0	0	2497.11	7549.2	5494.15	8887.22	0	0	0	0	0	0
ITPRIPL2	0	0	0	0	1571.05	0	0	0	0	0	0	0	0	0	0	0	0	1494.04	0	0	0	0	0	0
GON4L	0	3678.1	0	8714.26	19938.6	8125.21	0	0	0	0	0	0	0	2767.07	0	25320.8	16716.5	27166.8	0	0	0	0	0	0
CCDC88A	39960.2	35138	45787.3	3028.08	1213.05	0	27615.8	25454.7	26680.7	7274.19	10050.3	7987.24	18355.5	17590.5	19701.6	37247	32153.9	34765.9	0	0	0	0	0	0
RABL6	14248.5	14509.5	18848.6	5349.14	7702.23	0	15160.4	16747.5	28739.9	4082.12	3004.11	4722.15	8334.26	8300.25	10056.3	30729	31041	26348.8	0	0	0	0	0	0
VMA21	0	0	0	12307.3	14470.4	4739.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM50	4404.21	17798.6	20153.7	2038.1	9888.33	6030.2	8331.28	12430.4	4137.11	3324.11	5457.18	1361.04	964.031	1334.04	4966.17	3810.11	15604.5	17647.6	1350.03	0	1186.04	626.017	1340.04	1810.06
PARP14	10903.3	10465.3	7239.18	0	0	0	7119.17	12784.3	13715.3	0	0	0	3315.1	5521.16	3614.1	4703.12	4764.13	8000.22	0	0	0	0	0	0
GLYR1	5366.15	0	6808.25	9537.31	17410.6	7792.25	2077.07	3748.12	6883.2	0	0	0	0	0	0	19005.6	18861.6	17943.6	0	0	0	0	0	0
CCDC14	27629.8	26859.8	26683.8	0	0	0	0	0	3919.11	0	0	0	7338.21	6512.18	6499.19	5749.15	14274.4	15000.4	0	0	0	0	0	0
ZBED5	0	0	0	11458.4	27611.7	9283.26	0	0	0	0	0	0	1522.04	1076.03	0	8601.26	9769.3	13923.4	0	0	0	0	0	0
TTC31	0	3658.12	4702.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf22	0	2337.08	1032.05	0	0	0	0	0	0	0	0	0	0	0	0	22567.7	0	777.039	0	0	0	0	0	0
C2CD3	23802.7	23962.7	23512.7	0	0	0	15036.4	11098.3	10463.3	2445.08	0	0	8690.25	8472.23	9823.3	13052.3	13390.3	14279.4	0	0	0	0	0	0
RIC1	11508.3	12263.3	14326.4	944.034	0	0	6152.15	6418.16	9369.25	0	0	0	0	0	0	9561.24	13592.3	18741.5	0	0	0	0	0	0
KMT5B	0	0	0	0	1691.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP7	0	0	0	11610.3	12992.4	5689.2	5194.23	0	4467.14	790.028	2002.07	0	0	1010.04	0	15808.5	16981.4	17967.7	0	0	0	0	0	0
NADK2	11240.3	9388.37	10846.4	5077.13	7258.22	2980.11	5538.22	4641.14	10773.4	5113.14	4139.11	3785.15	3174.09	3071.08	3294.13	4084.15	9310.34	13592.5	3555.08	4841.13	5519.15	3488.09	7131.18	4247.11
CCDC152	0	0	0	5178.2	8717.37	4314.18	3519.15	0	0	0	0	0	0	0	0	0	6943.27	43685.3	0	0	0	0	0	0
PREPL	0	0	0	0	4943.15	0	0	0	0	2923.1	12843.6	0	0	0	0	0	0	0	0	3483.09	2899.09	0	2999.09	0
TBC1D10B	4110.1	4536.12	8422.22	0	0	0	6736.16	5226.13	7134.31	0	0	0	1662.07	0	874.025	6211.15	5628.14	9609.42	0	0	0	0	0	0
TPRN	3410.15	3300.13	5737.2	0	0	0	25603.7	25862.7	26885.7	0	0	0	0	2026.06	1409.06	5257.19	5889.24	7449.29	0	0	0	0	0	0
ANO6	0	0	0	3782.1	7267.18	3231.09	0	0	4597.11	0	0	0	0	0	0	7414.17	8040.22	11380.3	0	0	0	0	0	0
AASDH	0	0	0	3859.12	6294.2	4150.14	0	0	0	0	0	0	0	0	0	7407.23	2941.1	2054.09	0	0	0	0	0	0
ARID4B	0	0	0	4948.19	12336.5	4401.18	0	0	11478.4	0	0	0	0	0	0	13352.5	15999.6	42856.5	0	0	0	0	0	0
GRIPAP1	35583.2	31694.1	39731.2	1921.07	0	0	29459.9	21158.7	28568.9	3095.1	1059.05	0	7114.22	6338.21	7769.24	44209.4	44344.5	41288.2	0	0	0	0	0	0
FLYWCH1	0	0	0	4040.12	12639.4	7673.26	0	0	0	0	0	0	0	0	940.029	9123.34	9466.32	13354.5	0	0	0	0	0	0
AMOT	5386.21	4669.18	6141.23	0	0	0	4886.18	0	20270.6	0	0	0	0	0	0	1180.05	8134.32	0	0	0	0	0	0	0
PAN2	2695.07	3687.11	5133.14	0	0	0	0	2129.07	2500.06	0	0	0	0	0	0	2506.07	5377.17	3932.09	0	0	0	0	0	0
FAM98B	7354.23	6829.21	6487.2	8703.26	10467.3	5446.16	2059.08	6604.2	6256.21	1815.06	2634.08	0	5416.16	3570.11	3955.12	4709.17	7100.2	7897.22	0	2380.07	0	0	0	1124.03
EPC2	0	0	0	3317.11	4390.12	2796.08	2086.05	0	0	0	0	0	0	0	0	5009.16	8111.19	7198.18	0	0	0	0	0	0
ARHGAP29	36481.1	33348	42580.5	2537.09	7842.19	2216.07	36260	30598.9	47738.4	6590.22	7768.24	7638.21	13343.4	14987.4	15199.4	40302.2	40206.2	38756.3	0	0	0	0	0	0
PDCD4	18169.6	16949.5	24503.8	49623.6	88243.8	42698.4	17618.5	14686.4	20142.6	4433.14	4547.14	3958.13	7283.23	5535.17	6923.21	40432.3	34163.2	35489.2	1899.06	3912.13	0	3099.1	2662.07	3765.12
FNDC3B	5765.2	5048.14	7895.23	12192.3	4094.11	1896.08	10921.6	2471.07	4021.12	0	0	0	2023.08	6525.17	1680.05	6199.18	5962.18	8238.34	0	0	0	0	0	0
CRTC2	0	0	0	6075.17	8447.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP55	34773	31213.9	37360.1	2398.08	6492.19	2378.08	14074.5	19739.6	26191.7	1892.07	2078.07	0	5332.18	4891.17	5290.2	25612.8	26371.8	22716.8	0	0	0	0	0	0
NCBP3	0	0	0	31876.9	44437.5	27023.7	4361.15	0	4906.18	0	0	0	6463.22	3415.1	5394.19	31448.1	28528	34159.2	0	0	0	0	0	0
IFI44L	14690.3	14181.3	18310.5	7753.18	8767.24	5348.12	6657.17	8152.21	9625.23	0	0	0	4838.12	5403.14	0	15144.4	0	10118.3	0	0	0	0	0	0
PDLIM3	2885.12	3227.13	7617.19	0	0	0	6538.2	7111.2	7334.23	0	0	0	0	0	0	2640.1	7812.21	3098.13	0	0	0	0	0	0
HSD17B12	3979.16	14585.5	24327.9	0	2445.1	0	903.034	0	10901.4	0	0	0	4450.15	0	0	0	12884.4	16649.6	0	0	0	0	0	0
GLE1	13221.3	12173.3	73849.8	3238.08	6769.2	3531.09	10526.3	9649.25	93111.5	1701.05	1687.05	1744.05	4962.13	4292.11	4964.13	14691.3	14609.4	90835.6	0	0	0	0	0	0
AGK	5102.16	5697.19	0	2806.09	6027.2	2116.07	4445.16	3708.12	5694.19	0	0	0	2155.07	1379.05	1721.06	3689.12	6300.21	8800.34	0	0	0	0	0	0
SETMAR	0	0	0	6248.2	6142.2	3690.11	0	0	0	0	0	0	0	0	0	0	0	5274.16	0	0	0	0	0	0
PYCR3	20943.5	16965.4	26142.7	17452.5	19351.5	12695.3	15424.4	13041.3	15931.4	3191.08	4685.12	2897.07	5624.13	7819.2	9552.23	20511.5	17180.5	20836.6	0	0	0	0	0	2089.05
KLHL26	0	7645.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDCA8	8911.34	6998.28	11325.4	19938.7	23273.9	11302.4	7628.27	5069.19	12492.4	0	2527.1	0	8134.27	9753.35	13436.5	8729.37	27147.1	35536.4	0	0	0	0	0	551.02
SOWAHC	7776.21	5427.17	13490.4	0	0	0	13454.4	12171.3	15803.5	0	0	0	2037.05	3859.09	743.027	12221.4	8579.23	13441.3	0	0	0	0	0	0
FASTKD1	0	5470.21	5708.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPRV1	0	0	0	0	6892.25	0	4162.14	0	11928.4	0	0	0	3894.13	0	0	0	0	0	0	0	9349.35	0	0	0
COBLL1	6101.21	9247.23	11607.3	0	0	0	33290.9	28766.6	41943.1	1338.03	4223.11	2117.05	4654.12	2349.11	3975.12	15395.4	17482.5	19028.5	0	0	0	0	0	0
TAF1B	8164.22	2617.12	19036.7	0	0	0	0	0	0	0	0	0	0	0	0	2409.11	0	4144.17	0	0	0	0	0	0
WDR81	30020.8	37156.9	43476.1	0	4346.11	0	16802.4	16428.4	22506.6	2770.07	4475.12	0	9698.25	8012.21	7341.18	24313.6	24647.6	33394.9	0	0	0	0	0	0
SGO2	6830.18	6170.17	10770.3	39259	40546	25519.7	3965.13	10278.3	12989.4	0	0	0	14415.4	17506.5	22286.6	35050	39930.1	40497	0	0	2039.09	0	0	0
ACTBL2	334098	251972	324225	248266	283631	164208	4718310	2567430	2035010	318188	267143	119851	127970	100415	148476	245855	379317	587267	196457	247385	166504	219945	206192	126050
CCDC93	0	5253.14	0	0	0	0	12378.4	12806.3	18407.5	0	0	0	0	0	0	2670.06	0	0	0	0	0	0	0	0
ESCO2	0	0	0	6079.16	9175.25	4896.14	0	0	0	0	0	0	0	0	0	6926.18	7264.2	10765.3	0	0	0	0	0	0
EAPP	0	0	0	0	3274.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAN3	2232.07	11469.4	18654.6	0	0	0	1281.04	1269.05	10539.4	0	0	0	0	0	0	11659.4	8685.31	14028.5	0	0	0	0	0	0
PLEKHG4	0	3878.11	5247.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AB2P	50972.5	0	5400.22	30827.9	6533.28	0	0	0	0	0	0	0	0	0	0	0	0	62771.8	5911.16	0	0	0	0	0
ODF2	8896.25	8877.28	12148.3	1171.05	7200.22	2954.08	3826.12	2181.06	4498.13	0	0	0	5450.15	6410.18	12281.4	6994.21	10214.3	5933.16	0	0	0	0	0	0
ACTMAP	0	0	5009.19	0	0	0	3962.15	3822.13	5886.2	0	0	0	0	0	0	0	0	6070.22	0	0	0	0	0	0
ZNF326	4406.12	6250.19	9974.3	7897.22	8652.27	3019.09	8047.26	6632.2	9513.32	3991.12	4498.13	1978.06	4198.13	1941.05	2220.06	8743.27	9311.26	7541.24	0	4401.13	5106.16	3097.09	3365.1	625.027
NOM1	6067.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2330.09	0	0	0	0	0	0
FLG2	1689.06	3443.1	2636.08	3153.09	9650.32	2630.08	16008.5	0	10962.3	3103.09	2992.1	2746.09	1117.03	0	2902.09	2631.08	8410.27	0	0	2782.08	0	0	12983.4	1108.03
DNAJC21	27620.2	25611	30406.3	5943.21	6699.25	3034.12	23738.9	21763.9	29270.2	4392.17	6993.3	7792.32	12091.5	10398.4	9915.39	35452.5	36488.6	55087.4	0	0	0	0	0	795.031
SGO1	0	0	0	5455.15	7148.21	0	0	0	0	0	0	0	0	0	0	28500.8	7749.22	0	0	0	0	0	0	0
HERC4	15668.5	15682.6	15494.6	643.015	0	5240.18	1643.05	10102.3	12264.4	5951.19	3904.14	0	4289.13	2776.09	5483.18	0	13261.5	11523.4	3361.12	6339.19	0	0	0	0
CT83	0	0	0	14120.5	22136.8	11648.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCORL1	2555.06	0	5251.15	12514.3	18180.4	11059.3	2698.08	0	0	0	0	0	2424.06	1512.05	0	18357.4	16917.5	18474.5	0	0	0	0	0	0
TFDP3	1418.06	0	773.017	0	0	0	0	0	0	0	0	0	0	0	0	0	572.029	0	0	0	0	0	0	0
PPP6R3	74303.8	70635.4	111792	16805.6	27293.1	16767.6	37969.4	24230.9	58286.2	9765.34	15184.6	8510.33	12591.4	9885.26	12301.4	76163.9	72912.7	76768.1	1395.05	2710.09	2443.09	2339.08	2567.08	3425.12
DDX60L	15612.4	5697.16	8172.24	0	0	0	3348.09	2208.07	5821.16	0	0	0	0	1846.05	0	7972.24	7588.21	11301.4	0	0	0	0	0	0
RABL3	0	0	0	75499.9	107003	52143.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3D19	14567.5	12591.4	20023.7	0	0	0	22699.6	15810.7	26627.2	0	0	0	7862.24	9299.28	8369.24	17011.6	12073.5	17148.7	0	0	0	0	0	0
EARS2	2090.05	2295.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf38	5324.15	0	4748.14	1719.05	2180.07	2306.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIA3	7840.27	7938.24	10109.4	0	3403.1	0	5639.16	6406.19	9213.32	0	0	0	0	9286.29	0	9759.33	15080.5	16633.6	0	0	0	0	0	0
PITRM1	3165.14	7609.19	4024.16	3407.11	1853.09	1009.04	2893.08	0	3727.16	0	1331.06	0	1060.04	0	0	16522.6	3545.14	12955.5	1541.05	926.033	1328.05	795.019	2126.06	0
WDR44	8579.29	7485.22	10181.3	1216.04	0	0	8780.23	7233.22	10301.3	1396.05	0	0	1914.06	1529.04	4092.14	9909.26	11924.3	10687.4	0	0	0	0	0	0
DOCK11	6050.26	7064.28	11549.3	0	3066.12	1606.05	20146.6	7491.2	9349.24	0	2230.08	2747.07	2260.08	9480.27	3005.08	17211.4	19404.5	27790.7	0	0	0	0	0	0
PRRC2B	85404.1	75003.8	149423	14306.5	60403.5	31710.7	52311.3	39653	87670.2	4088.1	3688.12	3471.13	24288.6	26731.7	38629	109188	121812	119901	0	0	0	0	0	0
AMER1	12930.4	8932.27	16210.4	0	0	0	0	0	0	1754.07	0	2360.09	0	0	0	0	0	4033.18	0	0	0	0	0	0
TJAP1	0	3508.12	5582.18	0	0	0	0	1971.07	3663.13	0	0	0	0	0	0	0	2486.09	5934.22	0	0	0	0	0	0
RRP12	6238.19	5955.17	6731.16	5249.14	6303.16	4516.1	5795.15	0	7101.19	0	0	0	1844.05	2691.08	1555.04	13875.4	15981.4	17366.5	0	0	0	0	0	0
TOR1AIP1	8654.45	11580.6	10810.5	459350	832113	317541	4460.15	2525.11	5481.17	0	0	0	1828.06	2250.05	1219.04	14558.4	13270.5	23021.9	0	692.032	649.027	0	0	0
CEP78	15883.4	16590.4	18594.6	0	0	0	15319.4	11102.3	11778.3	0	0	0	5696.15	5439.14	2806.08	12530.3	16024.5	14117.4	0	0	0	0	0	0
ZNG1C;ZNG1E;ZNG1F	15078.5	2166.05	2824.09	0	0	0	0	0	3427.1	0	0	0	0	577.016	0	0	0	4067.15	0	0	0	0	0	0
AARS2	3246.11	2695.07	3483.08	0	0	2334.11	1890.08	0	0	1110.04	0	0	0	0	0	0	0	3228.08	0	0	0	1343.04	1872.05	0
PCID2	4528.11	4927.14	6578.16	4112.11	4752.13	2688.07	3523.09	2460.06	3155.08	544.013	0	0	1435.04	564.015	359.011	3911.1	5407.13	6959.18	0	0	0	0	0	0
DOP1A	2192.05	2200.06	980.023	0	0	0	0	668.031	0	0	0	0	0	0	0	5224.22	35546.2	2645.07	0	0	0	0	0	0
MIIP	0	0	1767.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560.017	0	0	0	0	0	0
SAMD9	7452.28	8919.38	11495.5	0	0	1244.04	5734.23	4988.17	10235.4	1303.04	0	0	2318.08	2710.08	2625.11	9659.38	9728.38	15252.6	0	0	0	0	0	0
SPECC1	19639.5	25646.8	24090.7	2792.06	2923.08	1735.08	59839.6	56320.4	81011.4	7532.19	9135.24	6802.19	44449.2	44775.2	39188	45613.2	41642.1	47389.2	0	0	0	0	0	0
PPP4R3B	0	0	3169.09	13003.4	16896.5	11157.4	0	0	0	0	0	0	0	0	0	16672.5	13514.5	14913.6	0	0	0	0	0	0
WDR45B	4990.12	0	0	0	3428.14	1699.05	1471.06	0	7086.18	1650.04	1474.04	0	0	890.023	0	0	5466.14	4781.12	968.026	0	0	0	0	0
WIPI1	1817.08	0	2956.12	0	0	0	768.029	0	0	0	0	0	0	0	0	0	2801.12	0	0	0	0	0	0	0
SAMD4B	4280.12	4037.16	5638.18	0	0	0	2653.08	2220.07	2474.08	0	0	0	1151.03	1062.03	1078.04	2951.09	3795.11	6664.21	0	0	0	0	0	0
TBCEL	1765.05	2517.07	0	0	9863.29	0	0	0	0	0	0	0	0	0	0	0	1779.05	3284.09	0	0	0	0	0	0
DNTTIP2	7549.24	18355.6	6955.25	29916.1	52739.8	25147.8	8625.28	7060.23	9223.32	1917.05	2705.09	2728.09	10672.3	10314.3	9979.35	63643.3	58306.9	59511.1	0	2466.09	0	1947.06	3404.11	0
RABGAP1L	10020.3	11580.3	14274.4	2911.08	3480.11	2839.08	7844.21	7119.21	10060.2	0	1992.06	1844.05	2841.07	3896.1	3623.1	10607.3	11303.3	12665.4	0	0	0	0	0	0
ELFN2	0	0	0	0	0	0	4513.12	2723.06	0	0	0	0	0	0	0	5242.14	0	5913.16	0	0	0	0	0	0
TTC38	5395.14	5582.13	7206.18	0	0	0	2567.06	0	1977.05	0	0	0	0	0	0	0	0	3075.09	0	0	0	0	0	0
RBM48	0	0	0	0	3975.1	0	0	0	0	0	0	0	0	0	0	0	4660.12	5783.16	0	0	0	0	0	0
TMEM201	0	0	2991.08	109466	169629	102342	0	0	0	0	0	0	0	0	0	9900.31	7894.23	6742.16	0	0	0	0	0	0
SNAP47	7857.31	11018.5	9860.38	0	2018.07	0	3212.14	3331.13	6563.26	0	0	0	0	2790.1	2083.09	5802.24	7863.31	10890.5	0	0	0	0	0	0
NUP188	92838	89318	125828	21725.8	28205	17049.6	16933.6	13315.5	23898.8	2289.08	2027.06	0	6718.23	5927.2	5557.16	30422.1	28130	26599.9	0	0	0	0	0	0
HP1BP3	20514.6	24184.7	29659.8	140877	244039	130239	26655.7	22751.6	34255	8339.22	7088.2	5751.15	12026.4	10225.3	11283.3	111792	127598	191919	3391.11	4893.15	3479.09	4288.11	6547.16	6569.15
ZMYM1	9105.25	7934.21	12251.4	16536.5	20491.6	15993.5	3728.1	4461.14	10139.3	0	0	0	4421.12	3097.09	4466.14	20219.6	26802.8	35182.1	0	0	0	0	0	0
CEP170	109278	114908	142705	20150.5	22718.7	13691.4	67806.9	60071.8	83725.8	17327.5	22316.6	16992.5	163116	154244	168619	124017	100114	113394	0	0	0	2941.07	9624.25	0
LDLRAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713.05	3293.09	0	0	0	0	0	0
PPP1R15B	30572.1	23832.9	36578.2	4768.14	7268.25	3808.12	26480	20872.7	31022.1	8249.29	8597.3	7871.26	10618.4	10501.4	10298.4	41555.5	35992.3	34853.2	0	0	0	1786.06	2791.09	2485.12
ODR4	3988.14	4282.17	5530.22	2406.09	11258.3	2103.08	0	0	0	0	0	0	0	0	0	0	2390.1	4589.16	0	0	0	0	0	0
SNAPC4	0	0	0	4879.15	9396.29	8553.27	0	5814.18	0	0	0	0	0	1992.06	0	11556.4	13959.4	14259.7	0	0	0	0	0	0
NOL9	7546.25	8650.29	7008.23	4687.16	6585.3	5298.18	3030.13	5097.17	6101.2	0	0	0	1934.08	0	0	10954.4	15606.5	19255.8	0	0	0	0	0	0
NHSL1	14352.5	0	21101.8	0	0	0	10316.3	8176.32	13851.5	3204.13	3274.12	4375.18	0	2407.06	0	8841.37	9387.35	14542.6	0	0	0	0	0	0
CEP85L	4760.15	6939.22	137093	0	0	0	0	0	0	0	0	0	1609.05	1760.05	2435.08	0	2186.06	3365.18	0	0	0	0	0	0
SZT2	2309.06	0	14416.5	0	0	0	0	0	805.02	0	0	0	0	0	0	17720.5	2448.08	8177.27	0	0	0	0	0	0
ZNF362	0	0	0	2040.07	5731.18	0	0	0	0	0	0	0	0	0	0	0	0	3612.13	0	0	0	0	0	0
CC2D1B	2219.06	5793.16	21112.6	0	11753.3	2178.05	4293.12	2962.08	5598.14	0	0	0	2029.05	11601.3	2017.05	8467.22	8014.21	10228.3	0	0	0	0	0	0
FNBP1L	19862.5	18949.6	24146.8	0	8511.23	0	18219.5	16620.5	50452.4	0	4608.13	1355.04	10529.3	7061.18	7837.21	21033.6	19582.6	25444.7	0	0	0	0	0	0
FAM83B	10501.3	13346.4	13591.5	0	0	0	0	0	3381.1	0	0	0	0	0	0	2481.08	3225.11	4472.14	0	0	0	0	0	0
RARS2	0	11584.3	1476.06	0	0	0	0	0	2024.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP15	17684.5	15798.4	23129.6	2882.07	4392.15	0	16169.4	15609.5	24035.7	1535.04	2017.06	2631.09	5623.17	5217.17	5675.15	19284.6	21986.6	28342.5	0	0	0	0	0	0
DDX59	0	0	0	5518.16	40135.1	19133.5	0	0	3411.09	0	0	0	0	0	0	4720.14	3673.1	0	0	0	0	0	0	0
OTUD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2409.06	0	0	0	0	0	0
ODAD2	7073.21	6129.18	8267.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPATCH4	16706.5	15716.4	20295.6	77397.3	92319.8	45473.4	18658.5	13867.4	23807.8	4897.16	7519.23	6427.18	27227.8	25330.7	23389.7	125924	109259	117749	0	0	0	5172.14	737.032	4548.13
LRIF1	1371.04	977.03	2819.12	5658.22	13277.6	5005.2	2716.11	1678.07	630.028	0	0	0	2246.09	2700.1	2292.1	12253.5	13256.5	18740.8	0	0	0	0	0	0
IBA57	0	0	0	0	0	0	2958.13	0	0	0	0	0	0	0	0	0	3212.13	4602.18	0	0	0	0	0	0
HECTD3	1074.04	0	2251.09	0	0	0	0	0	0	0	0	0	628.021	0	0	0	0	2493.1	0	0	0	0	0	0
UBR4	59508.9	95343.1	122351	11471.3	29553.8	11310.3	19532.4	16709.5	53813.9	4411.11	4709.11	5760.15	9938.26	10123.3	16323.5	23939.7	23916.8	31870.8	658.018	1443.04	0	0	1311.03	2236.05
STXBP5	14701.4	21026.5	23149.7	12455.3	18417.5	6894.18	17847.5	13763.4	11525.3	772.027	834.033	0	7389.19	8573.21	6795.17	21802.5	20139.6	26717.7	0	0	0	0	0	0
KIAA1217	70576.3	74275.2	90358.5	5115.15	6673.19	2984.09	40205.2	43326.5	53298.5	72158.2	93466	79025.3	83572.4	99032.9	85713.5	44455.4	47419.5	51637.5	0	0	0	0	0	0
ARHGAP21	18076.4	16946.5	19458.6	2499.08	3522.11	0	23487.8	21522.8	31198.9	26204.8	27756.7	25574.7	9815.24	11079.3	9555.23	15724.6	18676.6	23526.8	0	0	0	0	0	0
