Protein	Empty_1	Empty_2	Empty_3	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
CETN3	0	0	0	24028.125	35063.117	28300.59	13968.4	0	15416.691	0	0	0	14780.309	17758.725	0
PFDN6	0	0	0	31645.46	0	27739.22	0	0	0	0	0	0	0	0	0
WDR46	0	0	0	15865.995	18808.71	39735.65	16686.723	9402.533	0	0	0	0	46464.344	11673.985	19635.91
NKRF	34911.17	50660.438	64103.14	1963944.5	2628499.5	2681466.5	298834.4	291265.88	230987.7	53749.453	123426.78	236092.25	520543.03	563369.7	353602.56
GNPAT	0	0	0	59056.953	0	68387.62	0	7737.006	0	0	0	0	125607.02	51096.215	64993.625
LAMA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF185	0	0	0	0	0	0	0	0	0	0	0	0	35131.375	0	55877.727
MATN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RER1	0	0	0	34244.6	0	0	30175.68	0	0	0	0	0	18207.383	27703.18	18598.443
SURF4	8950.714	10884.996	0	95946.48	27577.895	0	148957.89	111282.41	137068.31	21356.88	44081.707	38639.8	78969.7	175685.22	129963.14
MAPK13	0	0	0	0	0	25555.082	0	76049.7	0	0	0	0	0	0	0
ATXN7	0	0	0	0	0	18418.027	0	0	0	0	0	0	0	0	0
SPTLC1	0	0	0	0	0	0	143301.4	97896.08	28155.988	0	0	0	213382.12	169873.44	178394.1
SPTLC2	0	0	0	0	0	0	19305.953	0	23615.24	0	0	0	0	0	0
OGT	0	37740.633	14758.682	382526.56	467383.62	459001.78	121479.34	95629.33	75335.336	0	0	0	129723.34	100395.41	140187.47
PPM1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMM2	9366.372	28700.576	26004.195	13191.455	0	0	32164.973	32258.92	20169.613	13354.806	11172.264	49339.188	0	26848.992	88579.68
POLR3G	0	0	0	15375.995	0	0	0	0	0	0	0	0	0	0	0
HMGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPM1G	16136.855	38260.58	26709.016	666851.5	1021766.7	828814.3	76874.81	123617.875	68979.3	21632.625	198784.75	166596.06	260576.06	169246.2	250737.6
INPPL1	0	0	0	115863.3	67316.25	68507.91	36706.67	9276.508	1493329.5	0	0	0	14053.387	8243.043	14817.522
FANCA	0	0	0	160492.89	71981.72	97354.39	0	0	4271.2344	0	0	0	21572.332	0	0
EIF3D	183309.8	311693.16	245902.4	448759.75	671919.2	608669.56	570565.4	688110	454064.6	352167.62	381659.5	346670.3	911160.56	911110.1	904297.56
EIF3H	40835.637	57609.887	33388.797	114339.15	118022.016	176518.77	124564.914	147566.44	159439.52	0	16446.895	15788.339	193450.81	103029.29	171091.39
NVL	0	0	0	189631.1	273505.94	280963.34	49736.492	75272.89	96090.03	0	0	30431.488	49581.816	80852.375	26595.824
IPO8	0	0	0	173419.31	182665.05	118701.83	128035.98	74774.39	99045.74	0	0	0	177494.11	95567.82	18597.004
STX7	0	0	0	0	0	0	36870.17	39179.1	70596.25	0	0	0	677088.06	645165.06	671427.7
TNRC18	0	0	0	26776.686	34917.195	89612.87	0	0	0	0	0	0	0	0	0
ABCC4	14123.388	0	58719.203	0	0	0	0	0	28272.328	0	0	0	102600.125	11502.887	10396.188
POLR1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YKT6	0	0	0	0	0	0	136238.42	85626.06	109506.9	0	0	0	214695.67	302323	218410.97
NUP42	0	0	0	69661.73	61838.625	65306.086	26611.678	42454.832	33713.684	0	0	0	40562.93	83747.086	124397.164
PDPK1	0	0	0	19588.615	28130.605	20690.379	16802.605	35836.18	64192.46	0	0	0	20249.13	12947.547	0
TAPBP	0	0	0	0	0	0	0	0	0	0	0	0	0	24398.54	0
RNF113A	0	0	0	71283.984	92194.95	81190.13	0	0	0	0	0	0	0	0	0
KDM6A	0	0	0	77636.56	101135.89	118711.37	0	0	0	0	0	0	0	12408.077	38475.42
KCNN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX15	1720977.8	1190620.6	929234.3	1770424.6	1774326	1435455.1	1086359	1209629.1	1148766.8	493793.5	889860.8	665505.5	2199742.2	1871278.6	1607445.6
RNMT	31910.049	18184.95	26183.553	0	110085.48	0	74161.195	109750.87	64878.22	13267.357	30753.191	92653.34	137522.2	108288.234	123665.2
ZZEF1	0	0	0	378853.72	330284.03	286448.66	81809.7	84844.54	162221.83	0	0	0	32434.941	29198	27986.434
TET3	0	0	0	29838.766	13094.397	4734.6533	0	0	0	0	0	0	0	0	0
TTI1	0	0	0	11395.117	0	0	4258.392	0	6088.9355	0	0	0	21582.93	0	0
PLXNB1	0	0	0	0	0	0	117574.36	168845.81	177098.53	0	0	0	53865.86	7122.7607	0
RRP8	0	0	0	76810.75	78465.54	11377.461	0	0	0	0	9129.6	9952.094	43409.46	13597.781	50388.258
PJA2	0	0	0	408518.12	434967.5	401784	19160.164	0	0	0	0	0	203625.3	137916.6	180266.48
SIPA1L1	0	0	0	52382.383	84687.3	72634.734	16730.977	58487.625	37044.43	0	0	0	176787.97	193466.52	168609.2
ZBTB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5B	0	0	0	0	0	35710.543	13655.107	12942.412	16375.988	0	0	0	46814.86	37927.883	38073.742
PRPF4	0	0	0	27882.588	101232.23	75476.43	23483.008	25300.584	0	0	0	0	0	32722.277	0
PHGDH	210608.02	203993.58	141223.5	391268.1	342794.2	314173.03	584847.9	544687.5	467888.1	157092.31	280996.06	333908.62	525058.56	658425.5	714089.25
DYNC1LI2	0	0	0	82820.75	121179.19	144468.55	108440.4	64603.914	74702.71	8774.448	0	0	142582.88	90654.766	127065.625
PSMD3	0	16517.418	0	398318.5	345598.94	220447.69	252992.86	214166.44	369282.5	18717.637	0	23097.738	391433.38	1347620.8	218589.44
HOXC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPSS1	0	0	0	12466.691	61739.555	16503.041	0	11931.628	38006.65	0	0	0	0	0	8740.041
ZW10	0	0	0	95573.3	79244.56	55006.453	50016.19	45650.95	62168.934	0	0	8514.709	29740.75	21346.74	26819.188
MAP3K13	0	0	0	0	0	0	0	0	0	0	0	0	36656.688	0	13268.9375
SART1	0	0	0	273646.38	569607.44	494237.47	0	0	0	0	0	0	26119.826	0	0
GPAA1	0	0	0	0	0	0	0	0	0	0	0	0	3280.832	0	0
HSPA12A	0	0	0	0	0	0	50447.734	42388.887	89853.266	0	0	0	0	13319.252	14541.8125
CCP110	0	0	0	895131.94	948577.3	870163.75	0	0	0	0	0	0	267287.56	109823.37	117027.14
ADCY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24706.715
PPIP5K2	0	0	0	64886.91	50653.156	51838.188	0	0	39544.56	0	0	0	37335.742	17057.188	24032.992
MAP3K7	0	0	0	179790.6	216464.52	175203.52	0	0	18963.016	0	0	0	120082.1	120700.58	124682.07
EEF1E1	9566.001	9244.841	8875.346	3257.1519	0	0	122336.35	172111.84	93125.81	46033.086	142283.81	215823.56	109396.69	91425.914	126635.44
MSI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPK2	0	0	0	13456.856	0	25827.705	0	0	0	0	0	0	0	0	0
ZNF749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR62	0	0	0	941568.4	796783.9	812408.4	88766.52	21896.996	0	11315.269	0	0	214479.83	266737.6	179536.66
HNRNPR	27569.379	23417.166	17716.812	134338.19	353587.6	278688.75	177077.6	132725.88	145858.67	20468.12	93775.734	83223.195	132959.6	146783.08	162123.1
PRPF3	0	0	0	50763.688	48067.996	80379.89	0	0	11376.215	0	0	0	0	18814.416	19053.975
TXNL1	0	15382.3545	12576.465	1733724	1795458.5	2102887	131379.9	87492.836	87261.16	0	6718.63	32227.367	186498.88	130338.38	191481.97
TPD52L2	0	0	0	147832.72	234840.28	235941.53	308192.06	684916.3	317043.12	0	0	0	217853.86	212890.67	238380.3
EMC8	0	8792.983	0	0	0	0	19116.523	0	0	0	15245.868	15425.805	22764.508	0	18288.992
COCH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNJ1	0	0	0	14498.449	0	14818.76	146011.9	130896.41	171242.7	0	0	0	0	17293.064	0
EIF4G3	0	0	0	268581.97	2729325.2	345100.88	0	11123.906	0	0	0	0	73189.03	39139.703	39945.383
TBX1	0	0	0	24283.646	0	0	0	0	0	0	0	0	0	0	0
PPIH	4021.7375	0	0	0	0	0	13633.799	15159.189	14504.256	0	0	0	0	19810.736	0
SUV39H1	0	0	0	0	0	0	16662.838	19364.057	17813.271	0	0	0	0	0	0
OIP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76160.56
EPB41L2	6498.4995	0	13479.513	476093.06	539820.8	587420.75	6826040.5	6693576.5	8509573	0	22395.318	34021.66	1007956.2	1022288	978494.1
RAD51C	0	0	0	0	21910.172	0	0	0	0	0	0	0	0	0	0
LAMTOR5	41876.383	51723.477	49249.38	40152.938	70993.195	71004.734	66614.95	77471.72	57200.734	36016.023	56896.273	72021.26	120114.34	71685.84	95053.59
B4GAT1	0	0	0	0	0	0	26030.422	54125.633	0	0	0	0	0	0	0
FOXO3	0	0	0	123363.9	100570.94	215259.75	0	24075.074	0	0	0	0	64450.906	17053.963	64242.59
CHST10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP10	0	0	0	0	0	34216.04	51648.07	0	0	0	0	0	541449.5	820383.7	565291.44
DENR	24862.562	43169.406	27377.496	133360.05	181080.08	143179.56	64802.5	84906.74	69600.586	33224.453	42316.73	42738.15	139404.56	94593.12	142946.52
XPOT	0	9878.573	0	206366.48	280835.3	176755.9	149674.78	112095.56	147395	0	26940.803	80451.28	360978.1	293823.62	337639.6
DNPH1	0	0	0	42490.89	58048.906	0	0	0	89507.95	0	0	0	118505.41	0	70697.805
TIMM44	0	0	7697.5557	277879.56	276721.75	278983.62	259465.06	341608.38	265372.53	830654.75	1445234	1452897.6	462968.97	390748.78	329694.22
PLRG1	0	0	0	57151.54	65077.586	76451.5	0	0	0	0	0	0	0	0	0
PRC1	0	0	0	0	0	0	0	0	0	0	0	0	8161.993	0	0
RGS10	0	0	0	0	429372.97	16223.166	0	0	0	0	0	0	0	157530.81	8459.078
ZNF207	43901.258	46618.152	0	62141.85	68176.625	60524.984	54602.414	0	0	24892.518	29555.256	42988.58	0	0	0
NDUFB5	0	0	0	0	0	0	0	0	0	0	10478.088	0	0	0	0
GET3	0	0	0	0	0	0	0	0	0	0	0	0	73152.27	40953.477	61326.496
BUB1	0	0	0	317799.56	267294.9	268109.84	16801.89	19099.99	76699.914	0	0	0	59542.953	17452.012	20491.158
BUB3	408199.47	609663.44	440018.94	225976.17	544091.5	379336.84	269551.88	565368.5	1036499.44	366692.84	374659.88	377715.22	757057.75	928323.3	860928.4
ACTN4	7724.832	8872.469	14264.783	153616.75	130979.85	140529.03	875416.3	342914.38	1004721.3	62123.4	85027.42	24423.588	318100	114650.914	108964.766
GATC	0	0	0	0	0	0	0	0	0	0	22483.006	54619.383	0	0	0
HTATSF1	0	0	0	53510.81	180126.05	176104.19	48724.15	55843.93	47178.914	0	0	11443.723	47513.46	41628.797	70810.05
AP1G1	0	0	0	0	0	0	37524.445	19244.148	0	0	0	0	5456.305	4838.366	52295.656
STX6	0	0	0	0	0	0	48589.477	22024.967	30557.953	0	0	0	171983.88	189394.78	172917.02
SGTA	0	0	0	0	0	0	4153.7114	0	0	0	0	0	10234.561	5215.961	5083.664
ENSA	0	0	0	262099.23	252374.97	215794.31	216830.86	216072.52	199702.45	0	0	0	81277.2	65061.723	37629.867
SLC25A20	0	0	0	0	22313.547	0	0	0	0	0	0	0	0	0	0
NARS1	0	0	0	0	0	0	37407.438	41016.76	33385.96	0	9268.319	0	0	37873.457	19965.527
MYO1B	0	0	0	186268.8	284447.4	282264.22	774911.9	710346.06	697800.8	0	0	0	242197.89	196854.97	199811.5
SSNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT21	0	0	0	116236.52	96565.16	77774.336	0	0	0	0	0	0	0	0	0
LANCL1	63637.77	210941.1	71069.39	0	0	87728.17	131869.81	168510.84	70361.52	56502.945	161705.22	80474.4	227088.84	128530.89	144167.33
STRN	0	0	0	1549683.8	1549501	1553993.4	85245.57	36333.445	29089.857	0	0	0	722771.4	486739.78	511497.06
RRP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO2	0	0	0	0	33741.242	0	0	0	0	0	0	0	0	0	0
AKAP8	0	0	0	45791.98	58555.97	43477.72	25361.008	28865.99	24855.996	0	15240.965	18480.996	60012.992	32810.973	56663.926
GTPBP6	0	0	0	0	0	0	0	0	0	39228.188	84824.92	161542.72	0	0	0
SLC37A4	0	0	0	0	0	0	44524.58	43045.133	36074.938	0	11893.229	0	43686.74	38216.05	36535.35
IDH3B	0	0	0	0	0	0	0	0	0	75005.625	270068.38	301560.5	0	0	0
NRDC	153850.69	208163.9	203790.8	25546.947	58631.805	159441.05	196789.19	123121.27	99557.14	46458.62	77607.49	334395.75	241213.78	238026.23	240742.88
CALU	0	0	0	0	19081.174	22543.914	0	0	0	0	0	0	0	0	10229.703
AHCYL1	0	0	0	0	38525.547	123630.695	141678.16	102630.31	115007.83	0	0	0	101264.984	55731.9	81098.84
EXTL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORC5	0	0	0	0	0	0	0	12362.76	0	0	0	0	0	30191.652	0
ORC4	0	0	0	53355.766	26635.09	54947.395	37104.85	13095.184	13419.534	0	0	19706.95	102619.63	43247.594	46775.562
PEX1	0	0	0	39753.477	38462.62	79600.18	0	0	53808.4	0	0	0	154438.62	230158.03	146770.4
RAD21	0	0	0	28208.379	123882.66	140622.58	61630.125	101261.95	81853.15	0	20271.43	5791.421	101616.445	53735.594	73618.5
KALRN	0	0	0	0	0	0	35715.086	0	34055.36	0	0	0	100406.39	107972.375	92018.914
DHX16	0	0	0	253056.08	199670.6	192789.02	185843.8	18451.836	37160.688	0	0	0	0	0	14285.255
SH3BP5	0	0	0	96887.6	0	0	38890.957	31769.225	45116.668	0	0	0	521492	654504.3	517644.94
MED14	0	0	0	15459.166	12026.788	14279.239	0	0	0	0	0	0	0	0	0
PCDH7	0	0	0	0	0	0	218284.1	339672.75	358133.53	0	0	0	151812.47	217763.12	167276.6
PRPSAP2	5084.657	22474.16	11960.517	108458.76	61398.367	138766.47	266591.8	335925.38	109354.445	38734.016	21066.352	39872.168	279183.25	75528.5	126994.18
SMARCA5	0	12332.52	0	608644.3	827328.44	818523.6	457871.75	232066.83	243453.17	0	20105.908	70810.016	401387.28	427817.3	315004.97
ADCY3	0	0	0	0	0	0	0	15873.186	0	0	0	0	0	7246.518	0
SPAG9	0	0	0	429134.5	445797.4	435142.72	113138.9	68560.14	105369.43	0	0	0	401185.5	361150.7	399117.84
ZNF292	0	0	0	447724.9	272043.34	243370.89	0	0	0	0	0	0	0	0	0
KIF5C	0	0	0	78583.91	14398.95	0	33032.086	0	58551.293	0	0	0	35760.89	18356.172	32195.607
URB1	0	0	0	292629.9	475275.47	317350.1	0	0	0	0	7643.326	0	51217.453	5146.309	0
MGRN1	0	0	0	0	0	0	0	0	0	0	0	0	16860.273	0	12009.581
SIPA1L3	0	0	0	317896.28	130625.95	255625	537179.8	310744.88	539014.4	0	0	0	189039.95	303635.44	197057.3
ZFC3H1	0	0	0	166110.03	169938.19	74177.234	0	0	0	0	0	0	0	0	0
LCMT2	33757.848	10470.96	9004.072	0	21972.203	0	13745.428	17857.18	15609.1455	0	0	18069.822	49813.844	0	25960.258
TRAK2	0	0	0	17549.996	0	0	0	0	0	0	0	0	21254.883	0	0
LZTS3	0	0	0	0	0	0	0	0	8867.99	0	0	0	0	0	0
KATNIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQR	0	0	0	420005.22	230932.86	174922.42	13508.795	0	0	0	85318.19	15031.113	94982.22	73677.7	0
MAST3	0	0	0	315895.78	202005.34	254123.34	0	12499.453	13318.567	0	0	0	53738.703	44879.01	39137.133
OPA1	0	0	0	33157.64	46622.96	48765.344	21768.63	45611	14266.954	13022.695	104486.8	26356.137	239134.33	123582.69	154135.48
ZEB2	0	0	0	23875.77	32756.488	25763.98	0	0	0	0	0	0	0	0	0
MCM3AP	0	0	0	437305.9	471083.28	440843.25	0	9324.789	0	9492.034	18323.285	0	0	15622.652	0
KIF1B	0	0	0	275403.88	474940.38	370851.3	209477.7	199540.28	242473.06	0	9744.832	0	209939.06	175515.38	187422.6
KDM1A	0	0	0	126555.984	145437.84	88241.625	0	50048.35	0	0	22556.768	0	28716.168	99637.93	99620.375
TBC1D4	0	13834.281	0	72710.61	125324.08	154073.38	0	11677.762	56986.258	0	0	25924.45	308993.2	251609.27	219257.28
PHLPP1	0	0	0	13938.339	47869.64	21807.725	0	121347.75	0	0	0	0	0	166558.2	0
TBC1D12	0	0	0	78645.05	137511.16	115063.53	60850.844	56811.785	80098.98	0	0	0	1355512.2	1427307.8	1333014.2
EVI5	0	0	0	0	0	0	0	0	0	0	0	0	761348.4	752488.25	547056.06
NRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL4	0	0	0	46932.707	51456.805	67793.75	56017.535	89074.55	37403.27	0	0	0	87551.945	68731.45	52010.18
SNX3	0	0	8146.7783	69634.734	76711.62	27329.117	136276.47	185702.06	196021.08	0	0	18559.854	205561.45	158357.06	218790.84
STX10	0	0	0	0	0	0	0	0	0	0	0	0	36436.625	34813.215	33864.492
OGA	0	0	0	605832.75	423837.44	444564.75	44666.832	96411.31	80967.26	3438.7124	30857.605	31456.312	359536.47	413967.22	277420.44
ADCY9	0	0	0	0	0	0	56359.07	95618.41	68103.766	0	0	0	23655.326	12323.164	51143.94
SORBS3	0	5967.3354	0	38155.617	55328.04	52854.168	24887.697	0	0	0	0	0	94655.86	0	43401.05
SYNCRIP	70924.18	114597.68	69445.195	560230.94	302791.66	288371.62	400450.44	281838.53	339766.97	104661.66	126309.53	184110.9	571654.56	400125.16	450911.84
CDC40	0	0	0	81659.72	82575.27	100487.41	0	0	0	0	0	0	0	0	0
B4GALT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEMF	0	0	0	25039.404	17675.021	13510.003	0	0	0	0	0	0	0	0	0
GMDS	40746.742	47604.688	34289.254	117996.64	70123.52	55965.36	95394.09	121474.234	52477.164	44884.39	52925.72	57232.76	47539.65	122861.29	147746.52
CCNT1	26000.11	20269.098	29035.582	336069.47	365272.56	353207.6	14488.434	0	0	0	0	12075.051	128927.875	54579.695	118114.2
BUB1B	0	0	0	558129.9	556482.6	443995.78	129413.66	88545.09	155809.6	0	0	0	288516.5	352800.38	349234.88
PLOD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIAPH1	0	0	0	520970.5	458960.4	495562.34	585102.25	419798.9	630892.25	0	0	0	260902.27	262434.7	259982.94
SELENOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC3	0	0	0	8493.367	10651.424	0	83866.234	41672.65	104562.28	0	0	0	1346133.5	1996074.1	1491989.4
PDE8A	0	0	0	0	0	0	70500.24	76446.15	45706.58	0	0	0	0	0	0
PLIN3	0	0	0	24927.947	0	0	38553.316	0	0	0	0	0	0	47948.043	0
RAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	3109.9817	0
REV3L	0	0	0	315194.8	479465.25	457909.16	0	0	0	0	29387.568	0	0	0	0
PRMT3	176158.77	212131.8	191629.14	346698.3	128949.266	144108.98	337414.34	415554.38	183608.19	138582.23	178594.33	195610.89	405830.72	485692.7	490418.3
PEX10	0	0	0	6493.909	0	0	0	0	0	0	0	0	0	28395.898	0
KPNA6	7175.746	29648.738	19034.137	0	119300	148820.38	90479.53	69141.055	75273.34	0	84552.39	0	83316.92	122804.45	121229.28
UGDH	0	0	0	0	45286.508	63977.387	0	22033.701	0	0	0	0	50141.258	20849.79	59508.47
CTNND1	0	0	0	34646.688	52721.875	44213.76	1193205.9	1063685.5	1165555.8	0	0	0	226112.95	234709.33	172315.44
ICMT	0	0	0	11520.095	31036.656	15976.989	14834.509	0	0	0	0	0	24591.709	0	0
SNX2	0	0	0	53320.617	34203.258	0	123161.95	85367.13	163550.39	0	0	0	62266.47	74713.11	18498.924
DPM1	0	0	0	0	0	0	62812.582	80054.05	55694.277	0	0	0	0	0	46138.34
USO1	0	0	0	46324.844	20523.912	32760.633	7992.9707	24631.7	37779.09	0	18088.492	0	97932.875	130542.016	87299.51
TOM1	0	0	0	102309.9	87628.805	30831.938	34332.574	52774.37	36594.96	0	26361.684	1083.52	66269.77	58621.35	111660.01
H2BC12	699709.06	1127266	901668.25	1948673	753152.6	1011858.06	1152519.8	801623.1	688066.5	1036095.1	1077000.2	920487.3	1393962.4	1088883.5	1090265.4
PFKFB2	0	0	0	0	26344.133	32859.406	18648.191	0	0	0	0	0	0	0	0
CCDC22	0	0	0	174753.6	113432.664	150196.97	142189.34	88640	118563.555	0	0	0	126248.125	140241.1	114663
PQBP1	0	0	0	0	0	57149.45	0	0	0	0	0	0	0	0	0
TIMM17B	0	0	0	4245.339	0	0	16522.51	0	8509.461	24041.883	39659.35	15411.096	0	0	0
PRAF2	0	0	0	0	0	0	22596.137	85430.03	23501.74	0	24764.957	26237.688	89397.16	111196.06	116367.64
DKC1	0	0	0	53748.742	57414.855	98049.75	10683.45	0	0	9243.822	26585.334	0	46033.824	0	14232.68
EIF5B	0	11083.336	9650.801	1276687.6	1040317.25	1157148.1	328986.03	371109.8	445326.12	39985.277	0	41580.863	329006.47	418608.16	332647.53
TRIM13	0	0	0	0	0	0	43697.727	21166.617	18652.3	0	0	0	60700.24	187585.14	159540.28
EDF1	0	0	0	23035.057	31302.633	0	49655.797	49484.793	49492.88	0	0	0	27889.703	22250.062	25007.031
KIN	7559.083	0	0	0	0	0	0	0	0	0	0	0	0	11564.31	12401.947
DIAPH2	0	0	0	0	0	0	0	13562.893	29673.99	0	0	7574.263	48807.297	30876.219	68423.375
BRD4	0	0	0	48497.074	17184.594	0	0	0	0	0	0	0	0	0	0
CUTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBN	0	0	0	201956.56	180624.08	126678.57	58964.945	35266.11	21650.62	0	0	8125.4746	23715.969	84270.37	59089.883
DTNB	0	0	0	0	0	68136.06	11238.205	0	189931.8	0	0	0	0	0	0
RNGTT	0	0	0	85823.94	217853.92	38460.047	12381.849	0	19302.08	0	5105.381	0	92848.58	23036.688	41320.445
ABCB7	13425.359	10765.352	13246.217	0	17587.084	21730.934	0	25559.793	0	0	7239.6553	12325.014	23413.426	7735.506	21132.54
SRGAP2	0	0	0	64655.453	32443.105	68496.11	113586.82	98297.67	85520.984	0	0	0	20554.457	28464.23	27604.98
PLXNA2	0	0	0	0	0	0	4076.7778	5291.3203	0	0	0	0	0	0	0
NOS1AP	0	0	0	0	0	14366.563	34048.68	37955.527	41910.188	0	0	0	0	0	0
DNAJC6	0	0	0	0	0	0	6371.33	0	3428.9224	0	0	0	0	0	0
FKTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP4	0	0	0	0	0	0	0	0	0	0	0	0	14463.027	51220.676	83833.43
ATP9A	0	0	0	0	0	0	0	0	0	0	0	0	236776.4	127084.625	144695.67
ROCK2	0	0	0	0	0	0	35352.723	25700.008	144592.03	0	19591.523	0	10687.244	4464.4844	0
CLASP2	0	0	0	25437.39	165730.45	115153.42	151352.98	76324.66	142824.48	0	0	0	45178.746	45482.78	24703.635
PTCD1	0	0	0	0	0	0	0	29677.383	0	19876.11	60886.992	106757.29	0	0	0
COBL	0	0	0	103941.45	113451.91	147660.36	641261.75	632758.44	639161.56	0	0	0	213759.19	176942.44	229415.6
CPNE3	70261.266	105722	109918.984	158786.14	133694.97	203116.19	368318.4	244602.03	293648.44	102187.84	138964.27	132782.94	275603.62	489001.38	215204.64
ZBED4	0	0	0	87800.016	86691.5	44245.688	0	0	0	0	0	0	0	0	0
ATG13	0	0	0	0	39102.99	0	0	0	0	0	0	0	63236.137	45144.195	38693.875
PPFIA3	0	0	0	31538.113	0	0	42158.023	22907.547	85719.695	0	0	0	0	0	0
HIP1R	0	0	0	38308.39	60141.555	34089.758	0	0	46873.082	0	0	0	0	1138843.2	19277.746
OBSL1	0	0	0	0	0	0	194016.19	225433.33	310419.88	0	0	0	0	46053.68	36274.71
RNF40	0	0	0	1306810.5	1320550.2	1019392.8	0	0	16148.314	0	0	0	54118.258	38958.066	63211.508
PHF2	0	0	0	17241.498	37697.867	36316.57	0	0	34640.28	0	0	0	18306.996	48046.086	0
ZC3H11A	0	0	0	106004.984	497952.84	510100.72	0	0	0	0	0	0	0	0	0
CLUH	0	9824.602	0	282526.28	205053.06	136767.88	199829.53	153177.36	160930.72	18541.797	32444.64	81121.81	1993450.2	181739.89	228281
RAB11FIP3	0	0	0	0	0	0	0	0	0	0	0	0	150997.23	287372.38	198895.94
CAND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC13	0	1474.1691	0	200976.94	125343.914	125602.945	194064.14	218023.6	501387.66	0	43567.145	0	2327353.8	2691722.5	2338144.5
PHACTR2	0	0	0	0	0	0	20769.844	0	35038.098	0	0	0	0	0	0
PPP6R2	0	0	0	29456.424	38134.98	30336.008	0	0	0	0	0	0	0	0	0
ANKRD17	0	0	0	1097119.8	1059161.2	1006256.56	137522.5	118542.25	165489.4	0	0	0	280028.94	472083.3	364916.12
SIN3B	0	0	0	231465.7	265194.2	550522.06	0	11037.377	0	0	0	0	46573.594	0	0
DNAJB6	0	0	0	0	24045.479	0	0	0	0	0	0	0	0	0	0
LRP5	0	0	0	0	0	0	15857.66	0	16851.107	0	0	0	66332.336	47942.99	34467.438
COQ9	0	0	0	0	0	0	0	0	0	0	7679.642	11847.768	0	0	0
GGCT	371033.03	457808.38	284948.88	224692.34	172265.1	558472.1	441696.25	579287.5	410954.8	419035.38	598126.7	603294.75	781387.7	857158.56	959119.8
NDUFS7	0	0	0	0	0	0	44844.438	26882.08	27964.27	155867.11	198191.61	232795.81	0	37127.125	43536.39
ZNF780A	0	0	0	18757.686	0	0	0	0	0	0	0	0	0	0	0
NDUFS2	0	0	0	0	0	0	0	0	0	334586.25	768372.9	1596825.2	0	0	0
DUSP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPSNAP2	0	0	0	0	0	0	0	0	0	9645.773	32466.852	0	0	0	0
HMMR	0	0	0	300170.9	275881.03	122207.55	28129.828	19811.086	21647.832	0	0	0	321186.62	67999.41	35500.883
PPFIA4	0	0	0	0	0	30535.926	0	0	0	0	0	0	0	0	0
PDCD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCA	34977.477	78992.4	24822.902	162582.11	213902.08	193418.84	123623.766	217931.08	100964.96	108264.81	111316.58	101227.8	247510.08	187362.56	217811.45
ATP6V1G1	60777.78	99876.74	84285.41	172235.22	174217.9	135477.83	130336	165751.44	113357.83	41468.312	135828.77	140619.64	167956.23	213027.1	273010.84
VPS4B	0	0	0	13339.71	46277.46	35215.18	19020.4	0	21536.744	0	0	0	16348.477	0	23832.027
